name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal,verification_status,search_query,verification_error
Salon efx,shop:beauty,235 South Main Street,Ontario County,NY,14424,+1 585-905-0046,,,node,12194624001,https://www.openstreetmap.org/node/12194624001,42.88443,-77.2786453,Ontario County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Salon efx""","No cached search result for ""Salon efx"""
Salon La Moda,shop:hairdresser,2180 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 874 6229,,,way,1063387519,https://www.openstreetmap.org/way/1063387519,43.0136932,-78.8227808,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Salon La Moda""","No cached search result for ""Salon La Moda"""
Salon Secrets,shop:hairdresser,4348 Pondside Plaza,Geneseo,NY,14454,+15852433330,,,node,8805448402,https://www.openstreetmap.org/node/8805448402,42.8004163,-77.7799262,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Salon Secrets""","No cached search result for ""Salon Secrets"""
Salon Trio,shop:hairdresser,2671 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 957 3310,,,way,972960619,https://www.openstreetmap.org/way/972960619,43.0262879,-78.8217876,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Salon Trio""","No cached search result for ""Salon Trio"""
Salt Cuisine,amenity:restaurant,2188 Kensington Ave,Buffalo,NY,14226,+1-716-839-0300,,,way,914507815,https://www.openstreetmap.org/way/914507815,42.9526767,-78.7790304,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Salt Cuisine""","No cached search result for ""Salt Cuisine"""
Sandy's Barber Shop,shop:hairdresser,31 South Main Street,Pittsford,NY,14534,+1 585-381-5828,,,node,3234470333,https://www.openstreetmap.org/node/3234470333,43.0898954,-77.5161093,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sandy's Barber Shop""","No cached search result for ""Sandy's Barber Shop"""
Santasiero's Restaurant,amenity:restaurant,1329 Niagara Street,Erie County,NY,,+1 716-886-9197,,,node,8301430229,https://www.openstreetmap.org/node/8301430229,42.9202185,-78.8984537,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Santasiero's Restaurant""","No cached search result for ""Santasiero's Restaurant"""
Scime's Sausage,shop:butcher,2484 Delaware Avenue,Buffalo,NY,14216,+1-716-877-5010,,,node,9317518241,https://www.openstreetmap.org/node/9317518241,42.9518255,-78.8691061,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Scime's Sausage""","No cached search result for ""Scime's Sausage"""
Scissors Inc,shop:hairdresser,1497 Hertel Avenue,Buffalo,NY,14216,+1-716-836-9070,,,node,9289198261,https://www.openstreetmap.org/node/9289198261,42.9475394,-78.8527069,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Scissors Inc""","No cached search result for ""Scissors Inc"""
Scoop Shop,shop:second_hand,648 Auburn Avenue,Buffalo,NY,14222,+17168852306,,,node,9323007812,https://www.openstreetmap.org/node/9323007812,42.9187756,-78.8766573,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Scoop Shop""","No cached search result for ""Scoop Shop"""
Scrubs & Beyond,shop:clothes,1604 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 833 2909,,,node,9802611181,https://www.openstreetmap.org/node/9802611181,42.9981692,-78.8228815,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Scrubs & Beyond""","No cached search result for ""Scrubs & Beyond"""
Scruples Hair Studio,shop:hairdresser,15 Willow Ridge Drive,Buffalo,NY,14228,+1 716 691 4120,,,node,9041754749,https://www.openstreetmap.org/node/9041754749,43.0121066,-78.8212996,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Scruples Hair Studio""","No cached search result for ""Scruples Hair Studio"""
Shear Magic Salon,shop:hairdresser,105 Main Street Unit 2,North Tonawanda,NY,14120,+1 716 695 1858,,,node,9057102158,https://www.openstreetmap.org/node/9057102158,43.0249253,-78.876369,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shear Magic Salon""","No cached search result for ""Shear Magic Salon"""
Shepherd's Liquor Store,shop:alcohol,3177 Bailey Avenue,Buffalo,NY,14215,+17168375036,,,way,1020793594,https://www.openstreetmap.org/way/1020793594,42.9412879,-78.8132901,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shepherd's Liquor Store""","No cached search result for ""Shepherd's Liquor Store"""
Sheridan Family Restaurant,amenity:restaurant,3901 Sheridan Drive,Buffalo,NY,14226,+1-716-839-3011,,,way,127455244,https://www.openstreetmap.org/way/127455244,42.9784496,-78.7891262,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sheridan Family Restaurant""","No cached search result for ""Sheridan Family Restaurant"""
Sherwin-Williams,shop:paint,851 East Ridge Road,Rochester,NY,14621,+1 585-467-4740,,,way,283485541,https://www.openstreetmap.org/way/283485541,43.1963153,-77.5952283,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sherwin-Williams""","No cached search result for ""Sherwin-Williams"""
Shianne Waxing Studio,shop:beauty,830 Elmwood Avenue,Buffalo,NY,14222,+17167680100,,,node,9320180045,https://www.openstreetmap.org/node/9320180045,42.9197514,-78.8772078,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shianne Waxing Studio""","No cached search result for ""Shianne Waxing Studio"""
Shish Kabab Express,amenity:restaurant,1207 Hertel Avenue,Buffalo,NY,14216,+17164471207,,,node,9295308234,https://www.openstreetmap.org/node/9295308234,42.9476237,-78.863467,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shish Kabab Express""","No cached search result for ""Shish Kabab Express"""
Shoe Dept.,shop:shoes,4265 Veteran Drive,Geneseo,NY,14454,+1 585-243-2717,,,node,8805448260,https://www.openstreetmap.org/node/8805448260,42.8018986,-77.7860685,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Shoe Dept.""","No cached search result for ""Shoe Dept."""
Sierra,shop:outdoor,1501 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 396 7840,,,node,10130980699,https://www.openstreetmap.org/node/10130980699,42.9961002,-78.8201388,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sierra""","No cached search result for ""Sierra"""
Slippy's Collision,shop:car_repair,137 Eaton Street,Springville,NY,14141,+1-716-592-9533,,,way,630327918,https://www.openstreetmap.org/way/630327918,42.5140312,-78.6715135,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Slippy's Collision""","No cached search result for ""Slippy's Collision"""
Smokerz Villa,shop:tobacco,84 North Main Street,Warsaw,NY,14569,+1-585-228-1111,,,node,8773600217,https://www.openstreetmap.org/node/8773600217,42.7415704,-78.1323036,Wyoming County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Smokerz Villa""","No cached search result for ""Smokerz Villa"""
Soldout Communications,craft:landscaper,1195 Hertel Avenue,Buffalo,NY,14216,+1-716-553-7365,,,node,9295373718,https://www.openstreetmap.org/node/9295373718,42.9476197,-78.8639455,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Soldout Communications""","No cached search result for ""Soldout Communications"""
Something for Everyone Boutiques,shop:clothes,360 Macedon Center Road Unit 1,Fairport,NY,14450,+1-585-514-9769,,,node,8785957830,https://www.openstreetmap.org/node/8785957830,43.0949817,-77.4214865,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Something for Everyone Boutiques""","No cached search result for ""Something for Everyone Boutiques"""
Sonic Blinds,shop:window_blind,2884 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 241 9793,,,node,8999646900,https://www.openstreetmap.org/node/8999646900,43.0328589,-78.8228162,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sonic Blinds""","No cached search result for ""Sonic Blinds"""
Southwestern Auto Repair,shop:car_repair,3261 McKinley Parkway,Buffalo,NY,14219,+1-716-336-6622,,,way,1424630323,https://www.openstreetmap.org/way/1424630323,42.7966794,-78.8104793,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Southwestern Auto Repair""","No cached search result for ""Southwestern Auto Repair"""
Spectrum,shop:telecommunication,1593 Niagara Falls Boulevard,Buffalo,NY,14228,+1 888 406 7063,,,node,9041559530,https://www.openstreetmap.org/node/9041559530,42.9991659,-78.8204362,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Spectrum""","No cached search result for ""Spectrum"""
Spiritual Landing,shop:psychic,3672 Delaware Avenue,Buffalo,NY,14217,+1 518 240 5847,,,node,9664222205,https://www.openstreetmap.org/node/9664222205,42.9842464,-78.8732692,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Spiritual Landing""","No cached search result for ""Spiritual Landing"""
Springville Lanes,leisure:bowling_alley,53 West Main Street,Springville,NY,14141,+1-716-592-2260,,,way,629997383,https://www.openstreetmap.org/way/629997383,42.5093413,-78.6693427,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Springville Lanes""","No cached search result for ""Springville Lanes"""
Springville Storage Center,shop:storage_rental,23 Commerce Drive,Springville,NY,14141,+1-716-592-9800,,,way,631097554,https://www.openstreetmap.org/way/631097554,42.5031784,-78.6830138,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Springville Storage Center""","No cached search result for ""Springville Storage Center"""
Spy Outlet,shop:yes,1592 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 830 7791,,,node,9802611172,https://www.openstreetmap.org/node/9802611172,42.9977274,-78.8228906,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Spy Outlet""","No cached search result for ""Spy Outlet"""
Stacy K Floral,shop:florist,43 Russell Street,Rochester,NY,14607,+1 585-244-1414,,,node,13226485892,https://www.openstreetmap.org/node/13226485892,43.1551915,-77.5787074,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Stacy K Floral""","No cached search result for ""Stacy K Floral"""
Star Food Mart,shop:convenience,465 Main Street,Niagara Falls,NY,14301,+17162850358,,,way,826174275,https://www.openstreetmap.org/way/826174275,43.089428,-79.0622791,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Star Food Mart""","No cached search result for ""Star Food Mart"""
Staybridge Suites Buffalo-Amherst,tourism:hotel,1290 Sweet Home Road,Buffalo,NY,14228,+1 716 276 8750,,,way,1069708793,https://www.openstreetmap.org/way/1069708793,42.9970022,-78.8016213,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Staybridge Suites Buffalo-Amherst""","No cached search result for ""Staybridge Suites Buffalo-Amherst"""
Steelbound,amenity:pub,243 West Main Street,Springville,NY,14141,+1-716-794-3555,,,node,5949004175,https://www.openstreetmap.org/node/5949004175,42.5091711,-78.6763946,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Steelbound""","No cached search result for ""Steelbound"""
Stella & Brooke Gift Studio,shop:gift,1201 Hertel Avenue,Buffalo,NY,14216,+1-716-259-9855,,,node,9302043502,https://www.openstreetmap.org/node/9302043502,42.9476267,-78.8636822,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Stella & Brooke Gift Studio""","No cached search result for ""Stella & Brooke Gift Studio"""
"Steven R. Caprow, DC",amenity:doctors,3404 Main Street,Buffalo,NY,14214,+17168350066,,,node,9295565873,https://www.openstreetmap.org/node/9295565873,42.9555777,-78.8213765,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Steven R. Caprow, DC""","No cached search result for ""Steven R. Caprow, DC"""
Storm Boutique,shop:hairdresser,258 1/2 Main Street,Tonawanda,NY,14150,+1-716-957-3818,,,way,931550260,https://www.openstreetmap.org/way/931550260,43.012772,-78.8797891,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Storm Boutique""","No cached search result for ""Storm Boutique"""
Stromboli's,amenity:restaurant,130 East Avenue,Rochester,NY,14604,+1 585-546-2121,,,node,4456922595,https://www.openstreetmap.org/node/4456922595,43.1567988,-77.6006268,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Stromboli's""","No cached search result for ""Stromboli's"""
Suburban Liquor,shop:alcohol,3035 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 691 3800,,,node,8978181197,https://www.openstreetmap.org/node/8978181197,43.0363486,-78.8209749,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Suburban Liquor""","No cached search result for ""Suburban Liquor"""
Sugar's Bike Shop,shop:bicycle,2139 Union Street Unit 9,Spencerport,NY,14559,+1 585-352-8300,,,node,8786041025,https://www.openstreetmap.org/node/8786041025,43.1992509,-77.7993886,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sugar's Bike Shop""","No cached search result for ""Sugar's Bike Shop"""
Summit Family Dental Care,amenity:dentist,4186 Lakeville Road,Geneseo,NY,14454,+15852434867,,,node,8805449420,https://www.openstreetmap.org/node/8805449420,42.7952792,-77.7922648,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Summit Family Dental Care""","No cached search result for ""Summit Family Dental Care"""
Sunoco,amenity:fuel,311 Main Street Unit 1,Youngstown,NY,14174,+1-7167451130,,,way,528200577,https://www.openstreetmap.org/way/528200577,43.2520449,-79.0500435,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sunoco""","No cached search result for ""Sunoco"""
Sunoco Express,amenity:fuel,1837 Love Road,Grand Island,NY,14072,+1-716-773-2097,,,way,481890936,https://www.openstreetmap.org/way/481890936,42.9962642,-78.9590735,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Sunoco Express""","No cached search result for ""Sunoco Express"""
Supervacuums,shop:vacuum_cleaner,1614 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 693 1900,,,node,9802611192,https://www.openstreetmap.org/node/9802611192,42.998557,-78.8228656,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Supervacuums""","No cached search result for ""Supervacuums"""
Taigh an Ollaimh - Dr. Bernard J. Plansky,amenity:doctors,61 Monroe Avenue Unit F,Pittsford,NY,14534,+1 585-383-8990,,,node,5227136630,https://www.openstreetmap.org/node/5227136630,43.0910075,-77.5216502,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Taigh an Ollaimh - Dr. Bernard J. Plansky""","No cached search result for ""Taigh an Ollaimh - Dr. Bernard J. Plansky"""
Tandoori Hut,amenity:restaurant,3171 Main Street,Buffalo,NY,14214,+17169319343,,,node,9299520239,https://www.openstreetmap.org/node/9299520239,42.9504242,-78.8265049,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tandoori Hut""","No cached search result for ""Tandoori Hut"""
Target Optical,shop:optician,2626 Delaware Avenue,Buffalo,NY,14216,+1 716 541 9431,,,node,9077587161,https://www.openstreetmap.org/node/9077587161,42.9553382,-78.8738769,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Target Optical""","No cached search result for ""Target Optical"""
Tee & Gee,amenity:restaurant,6028 Big Tree Road,Lakeville,NY,14480,+15853467387,,,way,827714873,https://www.openstreetmap.org/way/827714873,42.830839,-77.6936915,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tee & Gee""","No cached search result for ""Tee & Gee"""
Teeth Whitening Spa,amenity:dentist,9850 Transit Road,East Amherst,NY,14051,+17164443870,,,way,1396157597,https://www.openstreetmap.org/way/1396157597,43.0375073,-78.6971642,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Teeth Whitening Spa""","No cached search result for ""Teeth Whitening Spa"""
Thai Mii Up Cuisine,amenity:restaurant,1780 East Ridge Road,Rochester,NY,14622,+1 585-491-6331,,,way,766638267,https://www.openstreetmap.org/way/766638267,43.2017282,-77.5696274,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Thai Mii Up Cuisine""","No cached search result for ""Thai Mii Up Cuisine"""
The Barber Lounge,shop:hairdresser,3400 Main Street,Buffalo,NY,14214,+17162598652,,,node,9298883485,https://www.openstreetmap.org/node/9298883485,42.9554273,-78.8214403,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Barber Lounge""","No cached search result for ""The Barber Lounge"""
The Book Den,shop:books,174 Main Street,Dansville,NY,14437,+1-585-335-6805,,,node,2565695863,https://www.openstreetmap.org/node/2565695863,42.5613129,-77.6959953,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Book Den""","No cached search result for ""The Book Den"""
The Corner Store,shop:convenience,655 University Avenue,Rochester,NY,14607,+1 585-271-8050,,,way,1441522541,https://www.openstreetmap.org/way/1441522541,43.1557108,-77.5851953,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Corner Store""","No cached search result for ""The Corner Store"""
The Gilded Maple,shop:gift,4 West Main Street,Lancaster,NY,14086,+1-716-983 3334,,,way,98942274,https://www.openstreetmap.org/way/98942274,42.9010733,-78.6708159,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Gilded Maple""","No cached search result for ""The Gilded Maple"""
The Home Depot,shop:doityourself,750 Panorama Trail South,Rochester,NY,14625,+1 585-385-4090,,,way,295549712,https://www.openstreetmap.org/way/295549712,43.1305354,-77.4922076,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Home Depot""","No cached search result for ""The Home Depot"""
The Insurance Market,office:insurance,83 Seymour Street,Tonawanda,NY,14150,+17167431200,,,node,8707417906,https://www.openstreetmap.org/node/8707417906,43.0171584,-78.8791812,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Insurance Market""","No cached search result for ""The Insurance Market"""
The Kitchen Depot,shop:kitchen,1616 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 605 8710,,,node,9802611193,https://www.openstreetmap.org/node/9802611193,42.9985939,-78.8228661,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Kitchen Depot""","No cached search result for ""The Kitchen Depot"""
The Lash of Elegance,shop:beauty,80 Mead Street,North Tonawanda,NY,14120,+1 716 389 2802,,,node,10174370417,https://www.openstreetmap.org/node/10174370417,43.0365695,-78.8608657,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Lash of Elegance""","No cached search result for ""The Lash of Elegance"""
The Law Office of Ralph C. Lorigo,office:lawyer,101 Slade Avenue,West Seneca,NY,14224,+1 716 824 7200,,,node,9174464269,https://www.openstreetmap.org/node/9174464269,42.8313128,-78.7888978,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Law Office of Ralph C. Lorigo""","No cached search result for ""The Law Office of Ralph C. Lorigo"""
The Leaning Tower,amenity:restaurant,124 Main Street,Dansville,NY,14437,+1-585-335-2740,,,node,2573566910,https://www.openstreetmap.org/node/2573566910,42.5598833,-77.6946054,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Leaning Tower""","No cached search result for ""The Leaning Tower"""
The Meat Shoppe,shop:butcher,44 East Main Street,Springville,NY,14141,+1-716-592-4351,,,node,5952029389,https://www.openstreetmap.org/node/5952029389,42.508778,-78.6657134,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Meat Shoppe""","No cached search result for ""The Meat Shoppe"""
"The Mosey Buffalo Williamsville, Tapestry Collection by Hilton",tourism:hotel,5195 Main Street,Williamsville,NY,14221,+1-716-276-9600,,,way,894075603,https://www.openstreetmap.org/way/894075603,42.9599486,-78.7588675,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Mosey Buffalo Williamsville, Tapestry Collection by Hilton""","No cached search result for ""The Mosey Buffalo Williamsville, Tapestry Collection by Hilton"""
The Office,amenity:bar,189 West Main Street,Springville,NY,14141,+1-716-592-4270,,,way,629942337,https://www.openstreetmap.org/way/629942337,42.5090531,-78.6743007,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Office""","No cached search result for ""The Office"""
The Wig Party,shop:wigs,3973 Harlem Road Unit 1,Amherst,NY,14226,+1-716-839-7105,,,way,856542965,https://www.openstreetmap.org/way/856542965,42.9519454,-78.7836926,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Wig Party""","No cached search result for ""The Wig Party"""
The Wok,amenity:restaurant,912 Genesee Street,Rochester,NY,14611,+1 585-235-7888,,,node,5471794824,https://www.openstreetmap.org/node/5471794824,43.1312714,-77.6358037,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""The Wok""","No cached search result for ""The Wok"""
Third Space Cafe,amenity:cafe,775 Main Street,Erie County,NY,14203,,thirdspacebooking@gmail.com,,node,13479681001,https://www.openstreetmap.org/node/13479681001,42.8950064,-78.8709881,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Third Space Cafe""","No cached search result for ""Third Space Cafe"""
Thomas Turtle Opticians,shop:optician,3718 Delaware Avenue,Buffalo,NY,14217,+1 716 874 2345,,,way,1051649820,https://www.openstreetmap.org/way/1051649820,42.9854561,-78.8733202,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Thomas Turtle Opticians""","No cached search result for ""Thomas Turtle Opticians"""
Tiger Mart,shop:convenience,3000 South Winton Road,Rochester,NY,14623,+1 585 427 2948,,,node,9443520139,https://www.openstreetmap.org/node/9443520139,43.0962066,-77.5813126,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tiger Mart""","No cached search result for ""Tiger Mart"""
Tips and Toes Nail Spa,shop:beauty,1742 Monroe Avenue,Rochester,NY,14618,+1 585-271-6570,,,node,8785755364,https://www.openstreetmap.org/node/8785755364,43.1295794,-77.5676139,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tips and Toes Nail Spa""","No cached search result for ""Tips and Toes Nail Spa"""
TK's Pizzeria,amenity:restaurant,27 Liftbridge Lane East,Fairport,NY,14450,+1 585-388-1700,,,way,1058022202,https://www.openstreetmap.org/way/1058022202,43.1018465,-77.4398736,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""TK's Pizzeria""","No cached search result for ""TK's Pizzeria"""
Tokyo Japanese Restaurant,amenity:restaurant,1000 Hylan Drive Unit 4,Rochester,NY,14623,+1 585-424-4166,,,node,8785743104,https://www.openstreetmap.org/node/8785743104,43.0805071,-77.6273869,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tokyo Japanese Restaurant""","No cached search result for ""Tokyo Japanese Restaurant"""
Toomey's Corner,amenity:fuel,6600 Rt 5 & 20,Bloomfield,NY,14469,+1 585 657 1015,,,node,838561876,https://www.openstreetmap.org/node/838561876,42.883378,-77.390062,Ontario County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Toomey's Corner""","No cached search result for ""Toomey's Corner"""
Tops Pharmacy,amenity:pharmacy,35020 Main Street,Amherst,NY,14226,+1-716-515-3250,,,node,8365954878,https://www.openstreetmap.org/node/8365954878,42.9598324,-78.816979,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tops Pharmacy""","No cached search result for ""Tops Pharmacy"""
Total Eclips Salon & Spa,shop:hairdresser,3894 Buffalo Road,Rochester,NY,14624,+1-585-704-0176,,,node,13646540712,https://www.openstreetmap.org/node/13646540712,43.1376161,-77.7663821,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Total Eclips Salon & Spa""","No cached search result for ""Total Eclips Salon & Spa"""
Tresses Hair & Nail Salon,shop:beauty,724 Maple Road,Buffalo,NY,14221,+1-716-636-5412,,,node,4301433491,https://www.openstreetmap.org/node/4301433491,42.9919728,-78.7604058,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Tresses Hair & Nail Salon""","No cached search result for ""Tresses Hair & Nail Salon"""
Ukrainian Federal Credit Union,amenity:bank,2882 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 799 8385,,,node,8999646904,https://www.openstreetmap.org/node/8999646904,43.0327989,-78.8228042,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Ukrainian Federal Credit Union""","No cached search result for ""Ukrainian Federal Credit Union"""
UNIQ SMOKE,shop:e-cigarette,4243 Lakeville Road,Geneseo,NY,14454,+15854479355,,,node,10560429228,https://www.openstreetmap.org/node/10560429228,42.7974684,-77.7892816,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""UNIQ SMOKE""","No cached search result for ""UNIQ SMOKE"""
Unique Threading and Spa,shop:beauty,483 Elmwood Avenue,Buffalo,NY,14222,+17169861481,,,node,9494708449,https://www.openstreetmap.org/node/9494708449,42.91022,-78.8769395,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Unique Threading and Spa""","No cached search result for ""Unique Threading and Spa"""
University Pediatric Dentistry,amenity:dentist,2900 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 694 7224,,,way,972376155,https://www.openstreetmap.org/way/972376155,43.0333878,-78.8230911,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""University Pediatric Dentistry""","No cached search result for ""University Pediatric Dentistry"""
Unlimited Souvenirs & Apparel,shop:gift,16 Rainbow Boulevard,Niagara Falls,NY,14303,+1-716-524-2222,,,way,393280358,https://www.openstreetmap.org/way/393280358,43.0847243,-79.062274,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Unlimited Souvenirs & Apparel""","No cached search result for ""Unlimited Souvenirs & Apparel"""
Urban Touch,shop:clothes,284 West Ferry Street,Buffalo,NY,14213,+1-716-768-4001,,,way,331151775,https://www.openstreetmap.org/way/331151775,42.9154642,-78.8910964,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time,unverified_search_failed,"""Urban Touch""","No cached search result for ""Urban Touch"""
