name,category,address,city,state,postcode,phone,email,facebook,osm_type,osm_id,osm_url,latitude,longitude,source_region,confidence_score,no_website_signal
Santasiero's Restaurant,amenity:restaurant,1329 Niagara Street,Erie County,NY,,+1 716-886-9197,,,node,8301430229,https://www.openstreetmap.org/node/8301430229,42.9202185,-78.8984537,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scime's Sausage,shop:butcher,2484 Delaware Avenue,Buffalo,NY,14216,+1-716-877-5010,,,node,9317518241,https://www.openstreetmap.org/node/9317518241,42.9518255,-78.8691061,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scissors Inc,shop:hairdresser,1497 Hertel Avenue,Buffalo,NY,14216,+1-716-836-9070,,,node,9289198261,https://www.openstreetmap.org/node/9289198261,42.9475394,-78.8527069,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scoop Shop,shop:second_hand,648 Auburn Avenue,Buffalo,NY,14222,+17168852306,,,node,9323007812,https://www.openstreetmap.org/node/9323007812,42.9187756,-78.8766573,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scrubs & Beyond,shop:clothes,1604 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 833 2909,,,node,9802611181,https://www.openstreetmap.org/node/9802611181,42.9981692,-78.8228815,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Scruples Hair Studio,shop:hairdresser,15 Willow Ridge Drive,Buffalo,NY,14228,+1 716 691 4120,,,node,9041754749,https://www.openstreetmap.org/node/9041754749,43.0121066,-78.8212996,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shear Magic Salon,shop:hairdresser,105 Main Street Unit 2,North Tonawanda,NY,14120,+1 716 695 1858,,,node,9057102158,https://www.openstreetmap.org/node/9057102158,43.0249253,-78.876369,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shepherd's Liquor Store,shop:alcohol,3177 Bailey Avenue,Buffalo,NY,14215,+17168375036,,,way,1020793594,https://www.openstreetmap.org/way/1020793594,42.9412879,-78.8132901,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sheridan Family Restaurant,amenity:restaurant,3901 Sheridan Drive,Buffalo,NY,14226,+1-716-839-3011,,,way,127455244,https://www.openstreetmap.org/way/127455244,42.9784496,-78.7891262,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sherwin-Williams,shop:paint,851 East Ridge Road,Rochester,NY,14621,+1 585-467-4740,,,way,283485541,https://www.openstreetmap.org/way/283485541,43.1963153,-77.5952283,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sherwin-Williams,shop:paint,4176 Lakeville Road,Geneseo,NY,14454,+15852431530,,,node,8805448606,https://www.openstreetmap.org/node/8805448606,42.7953008,-77.7928164,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shianne Waxing Studio,shop:beauty,830 Elmwood Avenue,Buffalo,NY,14222,+17167680100,,,node,9320180045,https://www.openstreetmap.org/node/9320180045,42.9197514,-78.8772078,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shish Kabab Express,amenity:restaurant,1207 Hertel Avenue,Buffalo,NY,14216,+17164471207,,,node,9295308234,https://www.openstreetmap.org/node/9295308234,42.9476237,-78.863467,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Shoe Dept.,shop:shoes,4265 Veteran Drive,Geneseo,NY,14454,+1 585-243-2717,,,node,8805448260,https://www.openstreetmap.org/node/8805448260,42.8018986,-77.7860685,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sierra,shop:outdoor,1501 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 396 7840,,,node,10130980699,https://www.openstreetmap.org/node/10130980699,42.9961002,-78.8201388,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Slippy's Collision,shop:car_repair,137 Eaton Street,Springville,NY,14141,+1-716-592-9533,,,way,630327918,https://www.openstreetmap.org/way/630327918,42.5140312,-78.6715135,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Smokerz Villa,shop:tobacco,84 North Main Street,Warsaw,NY,14569,+1-585-228-1111,,,node,8773600217,https://www.openstreetmap.org/node/8773600217,42.7415704,-78.1323036,Wyoming County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Soldout Communications,craft:landscaper,1195 Hertel Avenue,Buffalo,NY,14216,+1-716-553-7365,,,node,9295373718,https://www.openstreetmap.org/node/9295373718,42.9476197,-78.8639455,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Something for Everyone Boutiques,shop:clothes,360 Macedon Center Road Unit 1,Fairport,NY,14450,+1-585-514-9769,,,node,8785957830,https://www.openstreetmap.org/node/8785957830,43.0949817,-77.4214865,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sonic Blinds,shop:window_blind,2884 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 241 9793,,,node,8999646900,https://www.openstreetmap.org/node/8999646900,43.0328589,-78.8228162,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Southwestern Auto Repair,shop:car_repair,3261 McKinley Parkway,Buffalo,NY,14219,+1-716-336-6622,,,way,1424630323,https://www.openstreetmap.org/way/1424630323,42.7966794,-78.8104793,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Spectrum,shop:telecommunication,1593 Niagara Falls Boulevard,Buffalo,NY,14228,+1 888 406 7063,,,node,9041559530,https://www.openstreetmap.org/node/9041559530,42.9991659,-78.8204362,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Spiritual Landing,shop:psychic,3672 Delaware Avenue,Buffalo,NY,14217,+1 518 240 5847,,,node,9664222205,https://www.openstreetmap.org/node/9664222205,42.9842464,-78.8732692,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Springville Lanes,leisure:bowling_alley,53 West Main Street,Springville,NY,14141,+1-716-592-2260,,,way,629997383,https://www.openstreetmap.org/way/629997383,42.5093413,-78.6693427,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Springville Storage Center,shop:storage_rental,23 Commerce Drive,Springville,NY,14141,+1-716-592-9800,,,way,631097554,https://www.openstreetmap.org/way/631097554,42.5031784,-78.6830138,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Spy Outlet,shop:yes,1592 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 830 7791,,,node,9802611172,https://www.openstreetmap.org/node/9802611172,42.9977274,-78.8228906,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Stacy K Floral,shop:florist,43 Russell Street,Rochester,NY,14607,+1 585-244-1414,,,node,13226485892,https://www.openstreetmap.org/node/13226485892,43.1551915,-77.5787074,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Star Food Mart,shop:convenience,465 Main Street,Niagara Falls,NY,14301,+17162850358,,,way,826174275,https://www.openstreetmap.org/way/826174275,43.089428,-79.0622791,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Staybridge Suites Buffalo-Amherst,tourism:hotel,1290 Sweet Home Road,Buffalo,NY,14228,+1 716 276 8750,,,way,1069708793,https://www.openstreetmap.org/way/1069708793,42.9970022,-78.8016213,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Steelbound,amenity:pub,243 West Main Street,Springville,NY,14141,+1-716-794-3555,,,node,5949004175,https://www.openstreetmap.org/node/5949004175,42.5091711,-78.6763946,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Stella & Brooke Gift Studio,shop:gift,1201 Hertel Avenue,Buffalo,NY,14216,+1-716-259-9855,,,node,9302043502,https://www.openstreetmap.org/node/9302043502,42.9476267,-78.8636822,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
"Steven R. Caprow, DC",amenity:doctors,3404 Main Street,Buffalo,NY,14214,+17168350066,,,node,9295565873,https://www.openstreetmap.org/node/9295565873,42.9555777,-78.8213765,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Storm Boutique,shop:hairdresser,258 1/2 Main Street,Tonawanda,NY,14150,+1-716-957-3818,,,way,931550260,https://www.openstreetmap.org/way/931550260,43.012772,-78.8797891,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Stromboli's,amenity:restaurant,130 East Avenue,Rochester,NY,14604,+1 585-546-2121,,,node,4456922595,https://www.openstreetmap.org/node/4456922595,43.1567988,-77.6006268,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Suburban Liquor,shop:alcohol,3035 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 691 3800,,,node,8978181197,https://www.openstreetmap.org/node/8978181197,43.0363486,-78.8209749,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sugar's Bike Shop,shop:bicycle,2139 Union Street Unit 9,Spencerport,NY,14559,+1 585-352-8300,,,node,8786041025,https://www.openstreetmap.org/node/8786041025,43.1992509,-77.7993886,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Summit Family Dental Care,amenity:dentist,4186 Lakeville Road,Geneseo,NY,14454,+15852434867,,,node,8805449420,https://www.openstreetmap.org/node/8805449420,42.7952792,-77.7922648,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sunoco,amenity:fuel,311 Main Street Unit 1,Youngstown,NY,14174,+1-7167451130,,,way,528200577,https://www.openstreetmap.org/way/528200577,43.2520449,-79.0500435,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sunoco,shop:convenience,11977 West Main Street,Wolcott,NY,14590,+1 315-594-6882,,,node,3754029783,https://www.openstreetmap.org/node/3754029783,43.2213745,-76.816358,Wayne County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Sunoco Express,amenity:fuel,1837 Love Road,Grand Island,NY,14072,+1-716-773-2097,,,way,481890936,https://www.openstreetmap.org/way/481890936,42.9962642,-78.9590735,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Supervacuums,shop:vacuum_cleaner,1614 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 693 1900,,,node,9802611192,https://www.openstreetmap.org/node/9802611192,42.998557,-78.8228656,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Taigh an Ollaimh - Dr. Bernard J. Plansky,amenity:doctors,61 Monroe Avenue Unit F,Pittsford,NY,14534,+1 585-383-8990,,,node,5227136630,https://www.openstreetmap.org/node/5227136630,43.0910075,-77.5216502,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tandoori Hut,amenity:restaurant,3171 Main Street,Buffalo,NY,14214,+17169319343,,,node,9299520239,https://www.openstreetmap.org/node/9299520239,42.9504242,-78.8265049,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Target Optical,shop:optician,2626 Delaware Avenue,Buffalo,NY,14216,+1 716 541 9431,,,node,9077587161,https://www.openstreetmap.org/node/9077587161,42.9553382,-78.8738769,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tee & Gee,amenity:restaurant,6028 Big Tree Road,Lakeville,NY,14480,+15853467387,,,way,827714873,https://www.openstreetmap.org/way/827714873,42.830839,-77.6936915,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Teeth Whitening Spa,amenity:dentist,9850 Transit Road,East Amherst,NY,14051,+17164443870,,,way,1396157597,https://www.openstreetmap.org/way/1396157597,43.0375073,-78.6971642,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Thai Mii Up Cuisine,amenity:restaurant,1780 East Ridge Road,Rochester,NY,14622,+1 585-491-6331,,,way,766638267,https://www.openstreetmap.org/way/766638267,43.2017282,-77.5696274,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Barber Lounge,shop:hairdresser,3400 Main Street,Buffalo,NY,14214,+17162598652,,,node,9298883485,https://www.openstreetmap.org/node/9298883485,42.9554273,-78.8214403,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Book Den,shop:books,174 Main Street,Dansville,NY,14437,+1-585-335-6805,,,node,2565695863,https://www.openstreetmap.org/node/2565695863,42.5613129,-77.6959953,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Corner Store,shop:convenience,655 University Avenue,Rochester,NY,14607,+1 585-271-8050,,,way,1441522541,https://www.openstreetmap.org/way/1441522541,43.1557108,-77.5851953,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Gilded Maple,shop:gift,4 West Main Street,Lancaster,NY,14086,+1-716-983 3334,,,way,98942274,https://www.openstreetmap.org/way/98942274,42.9010733,-78.6708159,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Home Depot,shop:doityourself,750 Panorama Trail South,Rochester,NY,14625,+1 585-385-4090,,,way,295549712,https://www.openstreetmap.org/way/295549712,43.1305354,-77.4922076,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Insurance Market,office:insurance,83 Seymour Street,Tonawanda,NY,14150,+17167431200,,,node,8707417906,https://www.openstreetmap.org/node/8707417906,43.0171584,-78.8791812,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Kitchen Depot,shop:kitchen,1616 Niagara Falls Boulevard,Tonawanda,NY,14150,+1 716 605 8710,,,node,9802611193,https://www.openstreetmap.org/node/9802611193,42.9985939,-78.8228661,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Lash of Elegance,shop:beauty,80 Mead Street,North Tonawanda,NY,14120,+1 716 389 2802,,,node,10174370417,https://www.openstreetmap.org/node/10174370417,43.0365695,-78.8608657,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Law Office of Ralph C. Lorigo,office:lawyer,101 Slade Avenue,West Seneca,NY,14224,+1 716 824 7200,,,node,9174464269,https://www.openstreetmap.org/node/9174464269,42.8313128,-78.7888978,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Leaning Tower,amenity:restaurant,124 Main Street,Dansville,NY,14437,+1-585-335-2740,,,node,2573566910,https://www.openstreetmap.org/node/2573566910,42.5598833,-77.6946054,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Meat Shoppe,shop:butcher,44 East Main Street,Springville,NY,14141,+1-716-592-4351,,,node,5952029389,https://www.openstreetmap.org/node/5952029389,42.508778,-78.6657134,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
"The Mosey Buffalo Williamsville, Tapestry Collection by Hilton",tourism:hotel,5195 Main Street,Williamsville,NY,14221,+1-716-276-9600,,,way,894075603,https://www.openstreetmap.org/way/894075603,42.9599486,-78.7588675,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Office,amenity:bar,189 West Main Street,Springville,NY,14141,+1-716-592-4270,,,way,629942337,https://www.openstreetmap.org/way/629942337,42.5090531,-78.6743007,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Wig Party,shop:wigs,3973 Harlem Road Unit 1,Amherst,NY,14226,+1-716-839-7105,,,way,856542965,https://www.openstreetmap.org/way/856542965,42.9519454,-78.7836926,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
The Wok,amenity:restaurant,912 Genesee Street,Rochester,NY,14611,+1 585-235-7888,,,node,5471794824,https://www.openstreetmap.org/node/5471794824,43.1312714,-77.6358037,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Third Space Cafe,amenity:cafe,775 Main Street,Erie County,NY,14203,,thirdspacebooking@gmail.com,,node,13479681001,https://www.openstreetmap.org/node/13479681001,42.8950064,-78.8709881,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Thomas Turtle Opticians,shop:optician,3718 Delaware Avenue,Buffalo,NY,14217,+1 716 874 2345,,,way,1051649820,https://www.openstreetmap.org/way/1051649820,42.9854561,-78.8733202,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tiger Mart,shop:convenience,3000 South Winton Road,Rochester,NY,14623,+1 585 427 2948,,,node,9443520139,https://www.openstreetmap.org/node/9443520139,43.0962066,-77.5813126,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tips and Toes Nail Spa,shop:beauty,1742 Monroe Avenue,Rochester,NY,14618,+1 585-271-6570,,,node,8785755364,https://www.openstreetmap.org/node/8785755364,43.1295794,-77.5676139,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
TJ Maxx,shop:department_store,1501 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716 862 3512,,,node,10128716108,https://www.openstreetmap.org/node/10128716108,42.9966431,-78.8201384,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
TK's Pizzeria,amenity:restaurant,27 Liftbridge Lane East,Fairport,NY,14450,+1 585-388-1700,,,way,1058022202,https://www.openstreetmap.org/way/1058022202,43.1018465,-77.4398736,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tokyo Japanese Restaurant,amenity:restaurant,1000 Hylan Drive Unit 4,Rochester,NY,14623,+1 585-424-4166,,,node,8785743104,https://www.openstreetmap.org/node/8785743104,43.0805071,-77.6273869,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Toomey's Corner,amenity:fuel,6600 Rt 5 & 20,Bloomfield,NY,14469,+1 585 657 1015,,,node,838561876,https://www.openstreetmap.org/node/838561876,42.883378,-77.390062,Ontario County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1460 South Park Avenue,Buffalo,NY,14220,+1 716-515-2050,,,node,1386869696,https://www.openstreetmap.org/node/1386869696,42.8584268,-78.8303057,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,12775 Broadway Avenue,Alden,NY,14004,+1 716-505-1450,,,node,1705643612,https://www.openstreetmap.org/node/1705643612,42.8938517,-78.5101052,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,800 Harlem Road,West Seneca,NY,14224,+1 716-823-8948,,,node,8457932750,https://www.openstreetmap.org/node/8457932750,42.8666579,-78.7886352,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1989 Seneca Street,Buffalo,NY,14210,+1 716-824-1124,,,node,9456819401,https://www.openstreetmap.org/node/9456819401,42.8569499,-78.8120314,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,9049 Erie Road,Evans,NY,14006,+1 716-549-2220,,,node,11878871240,https://www.openstreetmap.org/node/11878871240,42.6388849,-79.0471499,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,355 Orchard Park Road,West Seneca,NY,14224,+1 716-517-3000,,,way,49343083,https://www.openstreetmap.org/way/49343083,42.832824,-78.7839742,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1740 Sheridan Drive,Buffalo,NY,14223,+1 716-874-4991,,,way,49528019,https://www.openstreetmap.org/way/49528019,42.9824621,-78.8706945,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,345 Amherst Street,Buffalo,NY,14207,+1 716-515-2170,,,way,84831664,https://www.openstreetmap.org/way/84831664,42.9363848,-78.8914557,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,4777 Transit Road,Depew,NY,14043,+1 716-515-3280,,,way,91321992,https://www.openstreetmap.org/way/91321992,42.8685373,-78.694189,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,3035 Niagara Falls Boulevard,Buffalo,NY,14228,+1 716-515-0025,,,way,107422089,https://www.openstreetmap.org/way/107422089,43.036962,-78.8209149,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,9660 Transit Road,Amherst,NY,14051,+1 716-515-3525,,,way,124810034,https://www.openstreetmap.org/way/124810034,43.0327841,-78.6991404,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,425 Niagara Street Unit 1,Buffalo,NY,14201,+1 716-852-6112,,,way,220181536,https://www.openstreetmap.org/way/220181536,42.8963062,-78.8865117,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,2101 Elmwood Avenue,Buffalo,NY,14207,+1 716-515-0050,,,way,262289094,https://www.openstreetmap.org/way/262289094,42.9552235,-78.8759687,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,6914 Erie Road,Derby,NY,14047,+1 716-947-4019,,,way,611884678,https://www.openstreetmap.org/way/611884678,42.698655,-78.9878742,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,7375 Boston State Road,North Boston,NY,14075,+1 716-649-8671,,,way,992696960,https://www.openstreetmap.org/way/992696960,42.6845294,-78.7659326,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,700 Thruway Plaza Drive,Buffalo,NY,14225,+1 716-929-0380,,,way,993041552,https://www.openstreetmap.org/way/993041552,42.9043611,-78.782267,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,3865 Union Road,Buffalo,NY,14225,+1 716-684-5927,,,way,1022166973,https://www.openstreetmap.org/way/1022166973,42.920036,-78.7512871,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1275 Jefferson Avenue,Buffalo,NY,14208,+1 716-816-0038,,,way,1060147807,https://www.openstreetmap.org/way/1060147807,42.909798,-78.852562,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,65 Grey Street,East Aurora,NY,14052,+1 716-655-3206,,,way,1085423730,https://www.openstreetmap.org/way/1085423730,42.7671725,-78.6319974,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1000 Portage Road,Niagara Falls,NY,14301,+1 716-513-2170,,,node,3995005702,https://www.openstreetmap.org/node/3995005702,43.0983968,-79.052192,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,2956 Saunders Settlement Road,Sanborn,NY,14132,+1 716-731-7344,,,node,11851146872,https://www.openstreetmap.org/node/11851146872,43.1422054,-78.8839066,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,5815 South Transit Road,Lockport,NY,14094,+1 716-439-4366,,,way,146544494,https://www.openstreetmap.org/way/146544494,43.1417111,-78.6938516,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,7134 Rochester Road,Lockport,NY,14094,+1 716-434-3990,,,way,446140989,https://www.openstreetmap.org/way/446140989,43.1811299,-78.6406716,Niagara County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,450 West Avenue,Rochester,NY,14611,+1 585-512-4100,,,node,1527241082,https://www.openstreetmap.org/node/1527241082,43.1508929,-77.6511612,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1215 Jefferson Road,Henrietta,NY,14623,+1 585-292-0117,,,node,5272522302,https://www.openstreetmap.org/node/5272522302,43.0857214,-77.5998554,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,1800 Lake Road,Hamlin,NY,14464,+1 585-964-2920,,,node,8786016360,https://www.openstreetmap.org/node/8786016360,43.2925494,-77.9188791,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,285 Upper Falls Boulevard,Rochester,NY,14605,+1 585-454-4430,,,node,8786017135,https://www.openstreetmap.org/node/8786017135,43.1697683,-77.6097906,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,999 East Ridge Road,Rochester,NY,14621,+1 585-342-3803,,,node,9443633033,https://www.openstreetmap.org/node/9443633033,43.195689,-77.5892606,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,2345 Buffalo Road,Rochester,NY,14624,+1 585-247-8040,,,way,203048081,https://www.openstreetmap.org/way/203048081,43.1460828,-77.7117092,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,98 South Avenue,Hilton,NY,14468,+1 585-392-6770,,,way,1112820059,https://www.openstreetmap.org/way/1112820059,43.2860666,-77.7899897,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,27 Slayton Avenue,Spencerport,NY,14559,+1 585-352-2100,,,way,1115106411,https://www.openstreetmap.org/way/1115106411,43.1904919,-77.7990039,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,390 West Main Street,Batavia,NY,14020,+1 585-343-9373,,,way,349928521,https://www.openstreetmap.org/way/349928521,43.0067981,-78.2042698,Genesee County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,408 West Avenue,Albion,NY,14411,+1 585-589-2548,,,way,830125204,https://www.openstreetmap.org/way/830125204,43.2393551,-78.2050835,Orleans County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,660 West Main Street,Arcade,NY,14009,+1 585-492-0067,,,way,491854469,https://www.openstreetmap.org/way/491854469,42.5311858,-78.4467389,Wyoming County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,600 Dream Valley Boulevard,Avon,NY,14414,+1 585-226-2730,,,way,248290436,https://www.openstreetmap.org/way/248290436,42.9115077,-77.7323837,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops,shop:supermarket,6272 Furnace Road,Ontario,NY,14519,+1 315-524-3550,,,way,88303043,https://www.openstreetmap.org/way/88303043,43.2265142,-77.2793141,Wayne County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tops Pharmacy,amenity:pharmacy,35020 Main Street,Amherst,NY,14226,+1-716-515-3250,,,node,8365954878,https://www.openstreetmap.org/node/8365954878,42.9598324,-78.816979,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Total Eclips Salon & Spa,shop:hairdresser,3894 Buffalo Road,Rochester,NY,14624,+1-585-704-0176,,,node,13646540712,https://www.openstreetmap.org/node/13646540712,43.1376161,-77.7663821,Monroe County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Tresses Hair & Nail Salon,shop:beauty,724 Maple Road,Buffalo,NY,14221,+1-716-636-5412,,,node,4301433491,https://www.openstreetmap.org/node/4301433491,42.9919728,-78.7604058,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
Ukrainian Federal Credit Union,amenity:bank,2882 Niagara Falls Boulevard,Amherst,NY,14228,+1 716 799 8385,,,node,8999646904,https://www.openstreetmap.org/node/8999646904,43.0327989,-78.8228042,Erie County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
UNIQ SMOKE,shop:e-cigarette,4243 Lakeville Road,Geneseo,NY,14454,+15854479355,,,node,10560429228,https://www.openstreetmap.org/node/10560429228,42.7974684,-77.7892816,Livingston County,80,No website/contact:website/url tag recorded in OpenStreetMap at generation time
